Time(s), Pressure(PSI)
0,18.7938
1.0,18.8046
2.0,18.771
3.0,18.8213
4.0,18.7876
5.0,18.7887
6.0,18.7757
7.0,18.8046
8.0,18.7662
9.0,18.7957
10.0,18.7762
11.0,18.8818
12.0,18.8822
13.0,18.8566
14.0,18.9048
15.0,18.866
16.0,18.8454
17.0,18.8281
18.0,18.8614
19.0,18.8806
20.0,18.8558
21.0,18.8549
22.0,18.8399
23.0,18.8682
24.0,18.8764
25.0,18.8317
26.0,18.8707
27.0,18.8621
28.0,18.8076
29.0,18.8535
30.0,18.8469
31.0,18.8631
32.0,18.8332
33.0,18.8529
34.0,18.7925
35.0,18.8561
36.0,18.8391
37.0,18.8552
38.0,18.8803
39.0,18.8491
40.0,18.8063
41.0,18.8699
42.0,18.882
43.0,18.8518
44.0,18.8672
45.0,18.873
46.0,18.8256
47.0,18.8548
48.0,18.8684
49.0,18.8258
50.0,18.8743
51.0,18.8684
52.0,18.8488
53.0,18.8192
54.0,18.8967
55.0,18.7938
56.0,18.8816
57.0,18.8428
58.0,18.8363
59.0,18.8836
60.0,18.8399
61.0,18.8327
62.0,18.8764
63.0,18.8719
64.0,18.8863
65.0,18.8656
66.0,18.8669
67.0,18.8415
68.0,18.8426
69.0,18.8547
70.0,18.8355
71.0,18.8857
72.0,18.8363
73.0,18.8415
74.0,18.8622
75.0,18.9105
76.0,18.8435
77.0,18.8928
78.0,18.8464
79.0,18.8701
80.0,18.8868
81.0,18.87
82.0,18.8258
83.0,18.8487
84.0,18.8604
85.0,18.8436
86.0,18.8488
87.0,18.8586
88.0,18.8934
89.0,18.8643
90.0,18.9047
91.0,18.8826
92.0,18.8456
93.0,18.8421
94.0,18.8327
95.0,18.8701
96.0,18.8726
97.0,18.8486
98.0,18.9056
99.0,18.9085
100.0,18.8804
101.0,18.9097
102.0,18.8967
103.0,18.8935
104.0,18.9336
105.0,18.9605
106.0,18.8757
107.0,18.9381
108.0,18.9076
109.0,18.9262
110.0,18.9137
111.0,18.9083
112.0,18.8907
113.0,18.9329
114.0,18.9155
115.0,18.8944
116.0,18.9656
117.0,18.9469
118.0,18.9498
119.0,18.9473
120.0,18.9681
121.0,18.9553
122.0,18.9536
123.0,18.9655
124.0,18.9179
125.0,18.962
126.0,18.9661
127.0,18.9791
128.0,19.0069
129.0,19.0311
130.0,18.9789
131.0,18.9866
132.0,18.9522
133.0,18.9696
134.0,19.0072
135.0,18.9931
136.0,18.9658
137.0,19.0245
138.0,19.0012
139.0,19.0286
140.0,19.0253
141.0,19.0328
142.0,18.9785
143.0,19.0548
144.0,19.0622
145.0,19.02
146.0,19.1096
147.0,19.0761
148.0,19.0809
149.0,19.0731
150.0,19.1035
151.0,19.0968
152.0,19.1118
153.0,19.0748
154.0,19.1253
155.0,19.1472
156.0,19.1055
157.0,19.1038
158.0,19.145
159.0,19.1557
160.0,19.1048
161.0,19.1727
162.0,19.1452
163.0,19.1905
164.0,19.2038
165.0,19.133
166.0,19.17
167.0,19.1846
168.0,19.2384
169.0,19.1722
170.0,19.1724
171.0,19.1733
172.0,19.2234
173.0,19.2492
174.0,19.2479
175.0,19.1943
176.0,19.2729
177.0,19.2913
178.0,19.2188
179.0,19.3029
180.0,19.3064
181.0,19.3044
182.0,19.2751
183.0,19.2918
184.0,19.3081
185.0,19.3542
186.0,19.3489
187.0,19.3612
188.0,19.4235
189.0,19.438
190.0,19.3787
191.0,19.4763
192.0,19.455
193.0,19.4488
194.0,19.4929
195.0,19.4933
196.0,19.4382
197.0,19.4432
198.0,19.4231
199.0,19.4165
200.0,19.458
201.0,19.4799
202.0,19.4184
203.0,19.4883
204.0,19.487
205.0,19.4369
206.0,19.4554
207.0,19.472
208.0,19.497
209.0,19.5242
210.0,19.5039
211.0,19.4733
212.0,19.534
213.0,19.5442
214.0,19.545
215.0,19.5967
216.0,19.5882
217.0,19.5635
218.0,19.6292
219.0,19.5793
220.0,19.5816
221.0,19.6242
222.0,19.6192
223.0,19.6078
224.0,19.6515
225.0,19.6169
226.0,19.605
227.0,19.6801
228.0,19.6797
229.0,19.6605
230.0,19.7159
231.0,19.6815
232.0,19.6771
233.0,19.7012
234.0,19.7118
235.0,19.688
236.0,19.7
237.0,19.7353
238.0,19.7069
239.0,19.7401
240.0,19.7018
241.0,19.7249
242.0,19.7574
243.0,19.8038
244.0,19.7665
245.0,19.837
246.0,19.8263
247.0,19.7929
248.0,19.8234
249.0,19.7947
250.0,19.8317
251.0,19.8601
252.0,19.8348
253.0,19.8539
254.0,19.911
255.0,19.8864
256.0,19.8979
257.0,19.9146
258.0,19.9252
259.0,19.8655
260.0,19.9567
261.0,19.9208
262.0,19.8675
263.0,19.9691
264.0,19.9106
265.0,19.9865
266.0,20.0094
267.0,19.9639
268.0,19.9861
269.0,20.0524
270.0,20.0086
271.0,20.0725
272.0,20.0737
273.0,20.0229
274.0,20.0599
275.0,20.0641
276.0,20.0703
277.0,20.0754
278.0,20.165
279.0,20.0843
280.0,20.1276
281.0,20.1332
282.0,20.122
283.0,20.1393
284.0,20.1805
285.0,20.1557
286.0,20.1886
287.0,20.1977
288.0,20.1521
289.0,20.2393
290.0,20.2351
291.0,20.2026
292.0,20.2122
293.0,20.2617
294.0,20.2787
295.0,20.2944
296.0,20.3614
297.0,20.2936
298.0,20.2655
299.0,20.3554
300.0,20.3352
301.0,20.3537
302.0,20.3743
303.0,20.3641
304.0,20.3699
305.0,20.3885
306.0,20.4111
307.0,20.3951
308.0,20.4027
309.0,20.4156
