Time(s), Pressure(PSI)
0,28.0702
1.0,28.101
2.0,28.0551
3.0,28.0738
4.0,28.0224
5.0,28.0291
6.0,28.0683
7.0,28.0295
8.0,28.0556
9.0,28.0474
10.0,28.0027
11.0,28.1275
12.0,28.0653
13.0,28.0552
14.0,28.0673
15.0,28.0788
16.0,28.0367
17.0,28.0801
18.0,28.0635
19.0,28.0351
20.0,28.0209
21.0,28.0752
22.0,28.0224
23.0,28.1017
24.0,28.0997
25.0,28.0646
26.0,28.088
27.0,28.1082
28.0,28.0765
29.0,28.0424
30.0,28.0591
31.0,28.0628
32.0,28.0426
33.0,28.0661
34.0,28.0329
35.0,28.0589
36.0,28.0962
37.0,28.0426
38.0,28.0509
39.0,28.0491
40.0,28.0434
41.0,28.093
42.0,28.088
43.0,28.0456
44.0,28.086
45.0,28.067
46.0,28.0477
47.0,28.0586
48.0,28.0677
49.0,28.072
50.0,28.0803
51.0,28.0992
52.0,28.0512
53.0,28.0753
54.0,28.0449
55.0,28.0424
56.0,28.1145
57.0,28.0884
58.0,28.0907
59.0,28.0974
60.0,28.1097
61.0,28.0203
62.0,28.0656
63.0,28.0762
64.0,28.0161
65.0,28.0402
66.0,28.0975
67.0,28.0743
68.0,28.073
69.0,28.0666
70.0,28.1002
71.0,28.071
72.0,28.0763
73.0,28.0712
74.0,28.0711
75.0,28.0731
76.0,28.0412
77.0,28.0539
78.0,28.0766
79.0,28.0359
80.0,28.0665
81.0,28.0647
82.0,28.0251
83.0,28.0498
84.0,28.0521
85.0,28.0466
86.0,28.0908
87.0,28.0624
88.0,28.0362
89.0,28.0451
90.0,28.0745
91.0,28.0993
92.0,28.0295
93.0,28.1306
94.0,28.0439
95.0,28.0012
96.0,28.0714
97.0,28.048
98.0,28.0712
99.0,28.0835
100.0,28.016
101.0,28.0457
102.0,28.1089
103.0,27.2129
104.0,26.3849
105.0,25.7502
106.0,25.208
107.0,24.7145
108.0,24.3845
109.0,24.0488
110.0,23.7501
111.0,23.5606
112.0,23.3344
113.0,23.21
114.0,23.059
115.0,22.9135
116.0,22.7681
117.0,22.6927
118.0,22.6007
119.0,22.514
120.0,22.4546
121.0,22.3651
122.0,22.2714
123.0,22.2999
124.0,22.234
125.0,22.2324
126.0,22.2276
127.0,22.1707
128.0,22.1363
129.0,22.1052
130.0,22.0865
131.0,22.1139
132.0,22.1182
133.0,22.1082
134.0,22.1188
135.0,22.1402
136.0,22.1164
137.0,22.1028
138.0,22.2135
139.0,22.1703
140.0,22.2174
141.0,22.2584
142.0,22.2387
143.0,22.2767
144.0,22.3533
145.0,22.4027
146.0,22.4
147.0,22.4788
148.0,22.5168
149.0,22.5567
150.0,22.6438
151.0,22.6681
152.0,22.7086
153.0,22.7747
154.0,22.8411
155.0,22.8607
156.0,22.9475
157.0,22.9795
158.0,23.0708
159.0,23.1487
160.0,23.2231
161.0,23.2836
162.0,23.3667
163.0,23.4442
164.0,23.5105
165.0,23.6245
166.0,23.6754
167.0,23.7539
168.0,23.8666
169.0,23.9105
170.0,24.0332
171.0,24.0523
172.0,24.1238
173.0,24.1908
174.0,24.2712
175.0,24.3361
176.0,24.3539
177.0,24.5012
178.0,24.517
179.0,24.5539
180.0,24.659
181.0,24.7473
182.0,24.8413
183.0,24.9144
184.0,24.9957
185.0,25.0642
186.0,25.1552
187.0,25.2134
188.0,25.3168
189.0,25.4071
190.0,25.49
191.0,25.5639
192.0,25.6584
193.0,25.7466
194.0,25.8245
195.0,25.9291
196.0,26.0316
197.0,26.0975
198.0,26.1964
199.0,26.3387
200.0,26.569
201.0,26.7471
202.0,26.9749
203.0,27.161
204.0,27.3526
205.0,27.5394
206.0,27.6946
207.0,27.8672
208.0,28.0542
209.0,28.2077
210.0,28.4173
211.0,28.5843
212.0,28.7144
213.0,28.9038
214.0,29.0297
215.0,29.1819
216.0,29.3415
217.0,29.4882
218.0,29.5916
219.0,29.7625
220.0,29.9614
221.0,30.0541
222.0,30.2215
223.0,30.3923
224.0,30.5122
225.0,30.7432
226.0,30.8525
227.0,30.9975
228.0,31.1304
229.0,31.3546
230.0,31.4412
231.0,31.5712
