Time(s), Pressure(PSI)
0,20.7413
1.0,20.6995
2.0,20.5865
3.0,20.5272
4.0,20.4673
5.0,20.3888
6.0,20.3691
7.0,20.3342
8.0,20.2769
9.0,20.2329
10.0,20.1812
11.0,20.0944
12.0,20.0959
13.0,20.0136
14.0,19.9741
15.0,19.9368
16.0,19.901
17.0,19.8651
18.0,19.7567
19.0,19.8157
20.0,19.7307
21.0,19.7182
22.0,19.6746
23.0,19.6588
24.0,19.6164
25.0,19.5908
26.0,19.5409
27.0,19.4857
28.0,19.4921
29.0,19.497
30.0,19.3913
31.0,19.4272
32.0,19.3801
33.0,19.3891
34.0,19.384
35.0,19.3407
36.0,19.2701
37.0,19.2936
38.0,19.2597
39.0,19.2131
40.0,19.1834
41.0,19.1644
42.0,19.1459
43.0,19.1795
44.0,19.1548
45.0,19.1273
46.0,19.1309
47.0,19.0834
48.0,19.0663
49.0,19.0889
50.0,19.0623
51.0,19.0368
52.0,19.0115
53.0,19.0076
54.0,19.0378
55.0,19.0037
56.0,18.9481
57.0,18.914
58.0,18.9791
59.0,18.9569
60.0,18.9231
61.0,18.8786
62.0,18.9206
63.0,18.8954
64.0,18.8656
65.0,18.8908
66.0,18.8746
67.0,18.8327
68.0,18.8346
69.0,18.8612
70.0,18.8633
71.0,18.828
72.0,18.8569
73.0,18.8446
74.0,18.8017
75.0,18.8431
76.0,18.8339
77.0,18.7822
78.0,18.7672
79.0,18.7717
80.0,18.7891
81.0,18.785
82.0,18.7868
83.0,18.7537
84.0,18.7792
85.0,18.772
86.0,18.7583
87.0,18.7555
88.0,18.7547
89.0,18.7583
90.0,18.7322
91.0,18.7627
92.0,18.7485
93.0,18.675
94.0,18.7467
95.0,18.7332
96.0,18.6827
97.0,18.7231
98.0,18.7324
99.0,18.7084
100.0,18.7247
101.0,18.7195
102.0,18.7544
103.0,18.7176
104.0,18.7789
105.0,18.6781
106.0,18.7208
107.0,18.7592
108.0,18.7659
109.0,18.7279
110.0,18.7304
111.0,18.6939
112.0,18.7037
113.0,18.7086
114.0,18.6536
115.0,18.7284
116.0,18.774
117.0,18.7307
118.0,18.7673
119.0,18.7147
120.0,18.7327
121.0,18.7436
122.0,18.7597
123.0,18.7
124.0,18.7555
125.0,18.7559
126.0,18.7473
127.0,18.7276
128.0,18.7624
129.0,18.7066
130.0,18.7408
131.0,18.7215
132.0,18.6975
133.0,18.7652
134.0,18.7409
135.0,18.7504
136.0,18.7313
137.0,18.7448
138.0,18.7585
139.0,18.7234
140.0,18.7476
141.0,18.7662
142.0,18.7318
143.0,18.7433
144.0,18.7237
145.0,18.7298
146.0,18.7615
147.0,18.7985
148.0,18.7418
149.0,18.7604
150.0,18.7759
151.0,18.7456
152.0,18.7866
153.0,18.7621
154.0,18.7988
155.0,18.7782
156.0,18.7357
157.0,18.7275
158.0,18.7419
159.0,18.7411
160.0,18.7835
161.0,18.7986
162.0,18.7739
163.0,18.7159
164.0,18.7549
165.0,18.7346
166.0,18.7266
167.0,18.7246
168.0,18.7014
169.0,18.7673
170.0,18.7457
171.0,18.7533
172.0,18.81
173.0,18.707
174.0,18.7514
175.0,18.7883
176.0,18.8058
177.0,18.814
178.0,18.7854
179.0,18.7625
180.0,18.7678
181.0,18.7551
182.0,18.7844
183.0,18.7746
184.0,18.7811
185.0,18.7942
186.0,18.8015
187.0,18.7596
188.0,18.8419
189.0,18.7947
190.0,18.7587
191.0,18.8215
192.0,18.8041
193.0,18.8401
194.0,18.788
195.0,18.8124
196.0,18.8167
197.0,18.7959
198.0,18.795
199.0,18.8223
200.0,18.8207
201.0,18.8476
202.0,18.8762
203.0,18.8505
204.0,18.8485
205.0,18.798
206.0,18.8489
207.0,18.8676
208.0,18.8867
209.0,18.8846
210.0,18.91
211.0,18.8807
212.0,18.8789
213.0,18.904
214.0,18.8681
215.0,18.904
216.0,18.8673
217.0,18.9169
218.0,18.9334
219.0,18.8613
220.0,18.9342
221.0,18.8698
222.0,18.9492
223.0,18.9078
224.0,18.9366
225.0,18.9489
226.0,18.9238
227.0,18.9274
228.0,18.9133
229.0,18.9717
230.0,18.9081
231.0,19.0317
232.0,18.9349
233.0,18.9556
234.0,18.9888
235.0,18.9677
236.0,18.9823
237.0,18.9962
238.0,18.9989
239.0,19.0348
240.0,19.0261
241.0,18.9772
242.0,19.0104
243.0,19.0682
244.0,19.0094
245.0,19.0385
246.0,19.0191
247.0,19.0195
248.0,19.0262
249.0,19.044
250.0,19.0697
251.0,19.0139
252.0,19.108
253.0,19.0546
254.0,19.1027
255.0,19.0734
256.0,19.0402
257.0,19.0772
258.0,19.0725
259.0,19.1427
260.0,19.0991
261.0,19.1212
262.0,19.0772
263.0,19.1221
264.0,19.16
265.0,19.0899
266.0,19.17
267.0,19.1578
268.0,19.1431
269.0,19.1332
270.0,19.1691
271.0,19.1214
272.0,19.1373
273.0,19.2644
274.0,19.163
275.0,19.1989
276.0,19.2001
277.0,19.1989
278.0,19.1719
279.0,19.2151
280.0,19.2235
281.0,19.1919
282.0,19.199
283.0,19.2171
284.0,19.2454
285.0,19.1821
286.0,19.239
287.0,19.2308
288.0,19.2265
289.0,19.2988
290.0,19.2554
291.0,19.2686
292.0,19.2288
293.0,19.2683
294.0,19.2762
295.0,19.2089
296.0,19.3045
297.0,19.3072
298.0,19.2852
299.0,19.3129
300.0,19.2608
301.0,19.3076
302.0,19.318
303.0,19.336
304.0,19.3233
305.0,19.3763
306.0,19.3353
307.0,19.3244
308.0,19.3531
309.0,19.3465
310.0,19.3681
311.0,19.366
312.0,19.3587
313.0,19.3579
314.0,19.397
315.0,19.3504
316.0,19.3675
317.0,19.4149
318.0,19.4246
319.0,19.4015
320.0,19.4146
321.0,19.4213
322.0,19.4239
323.0,19.4293
324.0,19.4612
325.0,19.4746
326.0,19.4659
327.0,19.4396
328.0,19.4392
329.0,19.4651
330.0,19.4822
331.0,19.4525
332.0,19.4756
333.0,19.5287
334.0,19.4874
335.0,19.521
336.0,19.4923
337.0,19.5021
338.0,19.4627
339.0,19.5132
340.0,19.5377
341.0,19.5234
342.0,19.548
343.0,19.5334
344.0,19.5224
345.0,19.5305
346.0,19.5513
347.0,19.5794
348.0,19.5413
349.0,19.5667
350.0,19.5553
351.0,19.5931
352.0,19.5734
353.0,19.5789
354.0,19.5894
355.0,19.6055
356.0,19.6267
357.0,19.6134
358.0,19.6151
359.0,19.6275
360.0,19.6312
361.0,19.6296
362.0,19.5905
363.0,19.6634
364.0,19.6175
365.0,19.6257
366.0,19.6295
367.0,19.6549
368.0,19.6526
369.0,19.656
370.0,19.7133
371.0,19.6922
372.0,19.7041
373.0,19.6544
374.0,19.6425
375.0,19.6953
376.0,19.6731
377.0,19.711
378.0,19.6878
379.0,19.7222
380.0,19.711
381.0,19.719
382.0,19.7341
383.0,19.6958
384.0,19.7671
385.0,19.7362
386.0,19.7258
387.0,19.7223
388.0,19.7617
389.0,19.7296
390.0,19.7679
391.0,19.7857
392.0,19.7545
393.0,19.7904
394.0,19.7854
395.0,19.7641
396.0,19.7581
397.0,19.8098
398.0,19.7548
399.0,19.8267
400.0,19.8113
401.0,19.8169
402.0,19.8231
403.0,19.8472
404.0,19.8225
405.0,19.8513
406.0,19.8868
407.0,19.8513
408.0,19.8536
409.0,19.8627
410.0,19.7922
411.0,19.8354
412.0,19.8497
413.0,19.8432
414.0,19.9045
415.0,19.8619
416.0,19.8895
417.0,19.8689
418.0,19.8434
419.0,19.9547
420.0,19.9111
421.0,19.9097
422.0,19.9099
423.0,19.9627
424.0,19.9152
425.0,19.9434
426.0,19.9577
427.0,19.9162
428.0,19.9492
429.0,19.9059
430.0,19.9732
431.0,19.9084
432.0,19.9616
433.0,19.8935
434.0,19.9575
435.0,19.9839
436.0,19.977
437.0,19.9823
438.0,19.9536
439.0,20.0204
440.0,19.9691
441.0,19.9944
442.0,20.0266
443.0,19.9903
444.0,20.0119
445.0,19.9889
446.0,20.0037
447.0,20.0472
448.0,20.008
449.0,20.0038
450.0,19.9919
451.0,20.0351
452.0,20.0605
453.0,20.0649
454.0,20.0372
455.0,20.0623
456.0,20.0094
457.0,19.9747
458.0,20.0216
459.0,20.046
460.0,20.0955
461.0,20.0434
462.0,20.0549
463.0,20.0449
464.0,20.0499
465.0,20.1165
466.0,20.0375
467.0,20.1073
468.0,20.0919
469.0,20.0858
470.0,20.1048
471.0,20.0837
472.0,20.0832
473.0,20.0238
474.0,20.1289
475.0,20.0857
476.0,20.0952
477.0,20.0638
478.0,20.0953
479.0,20.1135
480.0,20.06
481.0,20.1175
482.0,20.0905
483.0,20.0882
484.0,20.1096
485.0,20.1351
486.0,20.1355
487.0,20.1128
488.0,20.109
489.0,20.0833
490.0,20.1545
491.0,20.1109
492.0,20.1402
493.0,20.1716
494.0,20.1242
495.0,20.1752
496.0,20.1085
497.0,20.2338
498.0,20.1139
499.0,20.2018
500.0,20.1789
501.0,20.1559
