Time(s), Pressure(PSI)
0,19.796
1.0,19.7987
2.0,19.7878
3.0,19.8502
4.0,19.7585
5.0,19.7995
6.0,19.8329
7.0,19.8135
8.0,19.8386
9.0,19.8668
10.0,19.8522
11.0,19.8493
12.0,19.8801
13.0,19.8291
14.0,19.8905
15.0,19.8808
16.0,19.8663
17.0,19.8914
18.0,19.8493
19.0,19.9646
20.0,19.8778
21.0,19.9377
22.0,19.9271
23.0,19.954
24.0,19.9465
25.0,19.8884
26.0,19.9589
27.0,19.9524
28.0,19.9672
29.0,19.9481
30.0,19.9331
31.0,20.0074
32.0,20.0207
33.0,20.028
34.0,20.0093
35.0,20.0248
36.0,19.9845
37.0,20.0176
38.0,20.0328
39.0,20.0211
40.0,20.0076
41.0,20.0197
42.0,20.0507
43.0,20.0115
44.0,20.0705
45.0,20.035
46.0,20.0778
47.0,20.1096
48.0,20.0594
49.0,20.0457
50.0,20.0887
51.0,20.1215
52.0,20.098
53.0,20.1598
54.0,20.0924
55.0,20.1405
56.0,20.1587
57.0,20.1495
58.0,20.1726
59.0,20.1495
60.0,20.1321
61.0,20.1347
62.0,20.1715
63.0,20.1607
64.0,20.2217
65.0,20.1745
66.0,20.207
67.0,20.2196
68.0,20.237
69.0,20.2337
70.0,20.2093
71.0,20.1874
72.0,20.2496
73.0,20.2376
74.0,20.2582
75.0,20.2598
76.0,20.2795
77.0,20.2598
78.0,20.2974
79.0,20.3247
80.0,20.3119
81.0,20.3029
82.0,20.3452
83.0,20.3491
84.0,20.3075
85.0,20.3743
86.0,20.3396
87.0,20.3644
88.0,20.3729
89.0,20.3567
90.0,20.3817
91.0,20.3344
92.0,20.3938
93.0,20.394
94.0,20.3921
95.0,20.402
96.0,20.4474
97.0,20.4159
98.0,20.4168
99.0,20.3802
100.0,20.4088
101.0,20.4663
102.0,20.4497
103.0,20.4694
104.0,20.4597
105.0,20.463
106.0,20.4399
107.0,20.4586
108.0,20.4848
109.0,20.4605
110.0,20.5196
111.0,20.4951
112.0,20.5297
113.0,20.4886
114.0,20.4746
115.0,20.5006
116.0,20.5712
117.0,20.5323
118.0,20.5426
119.0,20.5624
120.0,20.5725
121.0,20.5697
122.0,20.566
123.0,20.5315
124.0,20.6099
125.0,20.5686
126.0,20.5919
127.0,20.6028
128.0,20.6269
129.0,20.606
130.0,20.6323
131.0,20.6537
132.0,20.6593
133.0,20.6655
134.0,20.5983
135.0,20.656
136.0,20.6498
137.0,20.7056
138.0,20.6874
139.0,20.7129
140.0,20.65
141.0,20.6878
142.0,20.7306
143.0,20.6933
144.0,20.7184
145.0,20.7342
146.0,20.75
147.0,20.7776
148.0,20.7406
149.0,20.7967
150.0,20.8003
151.0,20.7588
152.0,20.7804
153.0,20.8167
154.0,20.8076
155.0,20.8191
156.0,20.8326
157.0,20.8544
158.0,20.828
159.0,20.8183
160.0,20.8439
161.0,20.8564
162.0,20.8696
163.0,20.8771
164.0,20.9257
165.0,20.878
166.0,20.9024
167.0,20.942
168.0,20.908
169.0,20.9955
170.0,20.849
171.0,20.9184
172.0,20.9524
173.0,20.9551
174.0,20.9597
175.0,20.9491
176.0,20.9818
177.0,20.9907
178.0,20.9698
179.0,21.0002
180.0,21.0172
181.0,20.9648
182.0,21.0505
183.0,21.025
184.0,21.018
185.0,21.0217
186.0,21.0301
187.0,21.0635
188.0,21.076
189.0,21.1085
190.0,21.097
191.0,21.0891
192.0,21.0913
193.0,21.0232
194.0,21.1039
195.0,21.1105
196.0,21.1583
197.0,21.1028
198.0,21.1264
199.0,21.1378
200.0,21.2024
201.0,21.199
202.0,21.1549
203.0,21.1689
204.0,21.1631
205.0,21.207
206.0,21.2171
207.0,21.21
208.0,21.2303
209.0,21.1541
210.0,21.2881
211.0,21.2369
212.0,21.2743
213.0,21.2388
214.0,21.2456
215.0,21.2646
216.0,21.2814
217.0,21.2562
218.0,21.2733
219.0,21.3486
220.0,21.2752
221.0,21.3161
222.0,21.3409
223.0,21.3231
224.0,21.359
225.0,21.3121
226.0,21.3429
227.0,21.3445
228.0,21.376
229.0,21.3267
230.0,21.3718
231.0,21.4075
232.0,21.3652
233.0,21.3977
234.0,21.3569
235.0,21.4265
236.0,21.3887
237.0,21.41
238.0,21.3826
239.0,21.4485
240.0,21.4288
241.0,21.3922
242.0,21.4625
243.0,21.4233
244.0,21.459
245.0,21.4722
246.0,21.5117
247.0,21.4725
248.0,21.4921
249.0,21.5176
250.0,21.4971
251.0,21.5949
252.0,21.5227
253.0,21.5216
254.0,21.5047
255.0,21.5569
256.0,21.51
257.0,21.5634
258.0,21.5614
259.0,21.5048
260.0,21.559
261.0,21.5386
262.0,21.5546
263.0,21.5596
264.0,21.5913
265.0,21.643
266.0,21.6007
267.0,21.6366
268.0,21.5845
269.0,21.6305
270.0,21.6477
271.0,21.6583
272.0,21.6345
273.0,21.7014
274.0,21.6517
275.0,21.6909
276.0,21.6758
277.0,21.6819
278.0,21.6728
279.0,21.7014
280.0,21.7324
281.0,21.6835
282.0,21.7204
283.0,21.6949
284.0,21.707
285.0,21.6918
286.0,21.7142
287.0,21.7513
288.0,21.7203
289.0,21.7305
290.0,21.7378
291.0,21.776
292.0,21.8116
293.0,21.788
294.0,21.7759
295.0,21.8093
296.0,21.789
297.0,21.8398
298.0,21.8299
299.0,21.841
300.0,21.8134
301.0,21.8662
302.0,21.8048
303.0,21.8603
304.0,21.8335
305.0,21.8559
306.0,21.8302
307.0,21.8338
308.0,21.8589
309.0,21.8453
310.0,21.9022
311.0,21.889
312.0,21.8507
313.0,21.9358
314.0,21.899
315.0,21.8558
316.0,21.9133
317.0,21.9712
318.0,21.8783
319.0,21.9302
320.0,21.9394
321.0,21.9701
322.0,22.0121
323.0,21.9712
324.0,21.9918
325.0,21.9212
326.0,21.984
327.0,21.9561
328.0,21.9754
329.0,22.0069
330.0,21.9889
331.0,21.9992
332.0,22.0409
333.0,22.0578
334.0,22.0663
335.0,22.0786
336.0,22.0563
337.0,22.0454
338.0,22.0324
339.0,22.055
340.0,22.0834
341.0,22.0252
342.0,22.0722
343.0,22.0957
344.0,22.1311
345.0,22.0542
346.0,22.1417
347.0,22.0647
348.0,22.1271
349.0,22.1787
350.0,22.0877
351.0,22.076
352.0,22.0997
353.0,22.1148
354.0,22.1927
355.0,22.1541
356.0,22.1445
357.0,22.1449
358.0,22.1784
359.0,22.176
360.0,22.2184
361.0,22.1614
362.0,22.1832
363.0,22.1793
364.0,22.1176
