Time(s), Pressure(PSI)
0,14.2799
1.0,14.3746
2.0,14.388
3.0,14.3429
4.0,14.354
5.0,14.341
6.0,14.3442
7.0,14.3556
8.0,14.3609
9.0,14.3199
10.0,14.3527
11.0,14.3344
12.0,14.3279
13.0,14.3186
14.0,14.3593
15.0,14.3214
16.0,14.3284
17.0,14.3845
18.0,14.3376
19.0,14.3381
20.0,14.3346
21.0,14.294
22.0,14.316
23.0,14.322
24.0,14.3481
25.0,14.3173
26.0,14.3123
27.0,14.3667
28.0,14.3391
29.0,14.3149
30.0,14.3188
31.0,14.3351
32.0,14.3569
33.0,14.3352
34.0,14.3269
35.0,14.3406
36.0,14.325
37.0,14.3149
38.0,14.3345
39.0,14.3698
40.0,14.3451
41.0,14.3335
42.0,14.313
43.0,14.3312
44.0,14.2949
45.0,14.3654
46.0,14.3823
47.0,14.3617
48.0,14.3387
49.0,14.3459
50.0,14.3205
51.0,14.3297
52.0,14.3668
53.0,14.3252
54.0,14.3583
55.0,14.3238
56.0,14.3458
57.0,14.2876
58.0,14.3123
59.0,14.3362
60.0,14.3507
61.0,14.318
62.0,14.3528
63.0,14.3664
64.0,14.3159
65.0,14.3411
66.0,14.3486
67.0,14.3
68.0,14.2747
69.0,14.2621
70.0,14.3395
71.0,14.3582
72.0,14.3489
73.0,14.3305
74.0,14.3174
75.0,14.3231
76.0,14.3907
77.0,14.3203
78.0,14.3674
79.0,14.3513
80.0,14.3573
81.0,14.3304
82.0,14.3123
83.0,14.3302
84.0,14.3293
85.0,14.3445
86.0,14.3598
87.0,14.3665
88.0,14.3316
89.0,14.3255
90.0,14.3313
91.0,14.3169
92.0,14.3046
93.0,14.3161
94.0,14.3145
95.0,14.3143
96.0,14.3051
97.0,14.3682
98.0,14.358
99.0,14.348
100.0,14.3328
101.0,14.3457
102.0,14.3292
103.0,14.3408
104.0,14.3131
105.0,14.3023
106.0,14.293
107.0,14.3128
108.0,14.305
109.0,14.3092
110.0,14.3151
111.0,14.2984
112.0,14.3222
113.0,14.3104
114.0,14.28
115.0,14.3276
116.0,14.3145
117.0,14.3497
118.0,14.3258
119.0,14.3396
120.0,14.3351
121.0,14.33
122.0,14.3357
123.0,14.3275
124.0,14.3562
125.0,14.3228
126.0,14.3523
127.0,14.3164
128.0,14.3193
129.0,14.3237
130.0,14.3165
131.0,14.3199
132.0,14.3409
133.0,14.3471
134.0,14.34
135.0,14.3744
136.0,14.3382
137.0,14.3723
138.0,14.3557
139.0,14.3348
140.0,14.353
141.0,14.3309
142.0,14.3129
143.0,14.3392
144.0,14.3197
145.0,14.3769
146.0,14.3095
147.0,14.3062
148.0,14.3427
149.0,14.3397
150.0,14.3261
151.0,14.3368
152.0,14.3056
153.0,14.3457
154.0,14.2785
155.0,14.3411
156.0,14.3369
157.0,14.3265
158.0,14.3439
159.0,14.3041
160.0,14.3485
161.0,14.3642
162.0,14.3277
163.0,14.3441
164.0,14.342
165.0,14.3159
166.0,14.3706
167.0,14.2959
168.0,14.3295
169.0,14.3491
170.0,14.3314
171.0,14.3234
172.0,14.3076
173.0,14.3603
174.0,14.334
175.0,14.3273
176.0,14.3521
177.0,14.3153
178.0,14.3209
179.0,14.375
180.0,14.3334
181.0,14.3457
182.0,14.3042
183.0,14.349
184.0,14.3259
185.0,14.3198
186.0,14.3273
187.0,14.3496
188.0,14.3311
189.0,14.3458
190.0,14.3645
191.0,14.3537
192.0,14.3384
193.0,14.3683
194.0,14.3706
195.0,14.2802
196.0,14.3287
197.0,14.3282
198.0,14.3099
199.0,14.3586
200.0,14.3802
201.0,14.3401
202.0,14.3256
203.0,14.3246
204.0,14.3686
205.0,14.3116
206.0,14.3202
207.0,14.3336
208.0,14.3411
209.0,14.3372
210.0,14.3627
211.0,14.3172
212.0,14.2897
213.0,14.3368
214.0,14.333
215.0,14.3251
216.0,14.357
217.0,14.3216
218.0,14.3266
219.0,14.357
220.0,14.3052
221.0,14.3919
222.0,14.3403
223.0,14.3166
224.0,14.368
225.0,14.3626
226.0,14.3376
227.0,14.4175
228.0,14.3268
229.0,14.2923
230.0,14.3147
231.0,14.3438
232.0,14.3219
233.0,14.3647
234.0,14.3242
235.0,14.3234
236.0,14.3196
237.0,14.3545
