Time(s), Pressure(PSI)
0,14.3846
1.0,14.4244
2.0,14.4087
3.0,14.3828
4.0,14.4216
5.0,14.3961
6.0,14.3267
7.0,14.3436
8.0,14.4051
9.0,14.3473
10.0,14.3317
11.0,14.3519
12.0,14.3708
13.0,14.3644
14.0,14.3863
15.0,14.3425
16.0,14.3471
17.0,14.3452
18.0,14.3619
19.0,14.3513
20.0,14.3191
21.0,14.3475
22.0,14.3402
23.0,14.3682
24.0,14.3314
25.0,14.3499
26.0,14.3191
27.0,14.3599
28.0,14.3432
29.0,14.32
30.0,14.3449
31.0,14.339
32.0,14.3313
33.0,14.298
34.0,14.3595
35.0,14.3274
36.0,14.0354
37.0,13.8181
38.0,13.6886
39.0,13.6386
40.0,13.6411
41.0,13.5962
42.0,13.5888
43.0,13.5959
44.0,13.5872
45.0,13.6245
46.0,13.6088
47.0,13.5981
48.0,13.5715
49.0,13.5984
50.0,13.5472
51.0,13.5954
52.0,13.6142
53.0,13.5895
54.0,13.5788
55.0,13.6488
56.0,13.7024
57.0,13.7266
58.0,13.8175
59.0,13.8008
60.0,13.842
61.0,13.8885
62.0,13.8765
63.0,13.8635
64.0,13.8299
65.0,13.8487
66.0,13.8738
67.0,13.8922
68.0,13.9114
69.0,13.9062
70.0,13.8758
71.0,13.8654
72.0,13.8844
73.0,13.8941
74.0,13.9449
75.0,13.8983
76.0,13.8863
77.0,13.9067
78.0,13.8795
79.0,13.8876
80.0,13.8954
81.0,13.8646
82.0,13.8768
83.0,13.9082
84.0,13.8661
85.0,13.8913
86.0,13.8768
87.0,13.886
88.0,13.8674
89.0,13.9114
90.0,13.8485
91.0,13.8693
92.0,13.8889
93.0,13.8313
94.0,13.8623
95.0,13.8873
96.0,13.8443
97.0,13.8658
98.0,13.8961
99.0,13.904
100.0,13.8312
101.0,13.8023
102.0,13.8352
103.0,13.818
104.0,13.8604
105.0,13.8886
106.0,13.8746
107.0,13.8598
108.0,13.8925
109.0,13.8577
110.0,13.8998
111.0,13.8311
112.0,13.85
113.0,13.8613
114.0,13.8502
115.0,13.8719
116.0,13.8455
117.0,13.8471
118.0,13.8444
119.0,13.8442
120.0,13.8519
121.0,13.8387
122.0,13.838
123.0,13.8089
124.0,13.8418
125.0,13.8367
126.0,13.8973
127.0,13.8326
128.0,13.8868
129.0,13.7861
130.0,13.8677
131.0,13.8669
132.0,13.8448
133.0,13.8595
134.0,13.8816
135.0,13.8266
136.0,13.8386
137.0,13.8613
138.0,13.8603
139.0,13.8194
140.0,13.8621
141.0,13.8334
142.0,13.8302
143.0,13.8445
144.0,13.8117
145.0,13.8402
146.0,13.8412
147.0,13.8244
148.0,13.8338
149.0,13.8679
150.0,13.8452
151.0,13.8692
152.0,13.801
153.0,13.9147
154.0,13.9206
155.0,13.8665
156.0,13.9186
157.0,13.8653
158.0,13.818
159.0,13.4375
160.0,13.0857
161.0,12.8667
162.0,12.8206
163.0,12.7367
164.0,12.7339
165.0,12.7307
166.0,12.7332
167.0,12.6695
168.0,12.6838
169.0,12.7267
170.0,12.7716
171.0,12.7821
172.0,12.8138
173.0,12.8199
174.0,12.8741
175.0,12.8798
176.0,12.9024
177.0,13.2124
178.0,13.3293
179.0,13.38
180.0,13.418
181.0,13.4597
182.0,13.4475
183.0,13.502
184.0,13.5249
185.0,13.5698
186.0,13.5684
187.0,13.62
188.0,13.6703
189.0,13.7003
190.0,13.7403
191.0,13.7459
192.0,13.8244
193.0,13.8328
194.0,13.857
195.0,13.8564
196.0,13.8699
197.0,13.9125
198.0,13.9338
199.0,13.9643
200.0,13.9713
201.0,13.9793
202.0,14.0016
203.0,14.0096
204.0,14.0062
205.0,14.022
206.0,14.0718
207.0,14.0564
208.0,14.0443
209.0,14.0974
210.0,14.0626
211.0,14.0939
212.0,14.1232
213.0,14.1242
214.0,14.1323
215.0,14.1456
216.0,14.1689
217.0,14.1501
218.0,14.1765
219.0,14.2054
220.0,14.2007
221.0,14.2192
222.0,14.2613
223.0,14.2323
224.0,14.2231
225.0,14.2558
226.0,14.2982
227.0,14.3095
228.0,14.3165
229.0,14.344
230.0,14.3627
231.0,14.362
232.0,14.3528
233.0,14.4036
234.0,14.4053
235.0,14.3825
236.0,14.4013
237.0,14.4266
238.0,14.421
239.0,14.4567
240.0,14.5071
241.0,14.5326
242.0,14.5606
243.0,14.6164
244.0,14.6442
245.0,14.729
246.0,14.7357
247.0,14.7977
248.0,14.8024
249.0,14.8374
250.0,14.8855
251.0,14.9495
252.0,14.9898
253.0,14.9771
254.0,15.0738
255.0,15.1151
256.0,15.1912
257.0,15.2068
258.0,15.1506
259.0,15.1524
260.0,15.1382
261.0,15.1384
262.0,15.1375
263.0,15.2014
264.0,15.3443
265.0,15.4053
266.0,15.497
267.0,15.601
268.0,15.6183
269.0,15.7637
270.0,15.8896
271.0,15.9569
272.0,16.0539
273.0,16.0934
274.0,16.2128
275.0,16.3035
276.0,16.4101
277.0,16.518
278.0,16.5236
279.0,16.6803
280.0,16.7347
281.0,16.8644
282.0,16.9734
283.0,16.9975
284.0,17.1284
285.0,17.2577
286.0,17.3031
287.0,17.4055
288.0,17.5253
289.0,17.5473
290.0,17.6975
291.0,17.7751
292.0,17.8427
293.0,17.926
294.0,18.1116
295.0,18.1812
296.0,18.1977
297.0,18.2802
298.0,18.3733
299.0,18.4621
300.0,18.5825
301.0,18.661
302.0,18.7487
303.0,18.827
304.0,18.9558
305.0,19.0032
306.0,19.1158
307.0,19.2497
308.0,19.267
309.0,19.4309
310.0,19.4771
311.0,19.5773
312.0,19.6888
313.0,19.7806
314.0,19.9141
315.0,19.9848
