Time(s), Pressure(PSI)
0,14.2396
1.0,14.2771
2.0,14.2284
3.0,14.2308
4.0,14.2689
5.0,14.222
6.0,14.2216
7.0,14.2357
8.0,14.2397
9.0,14.2492
10.0,14.277
11.0,14.2816
12.0,14.2865
13.0,14.3018
14.0,14.2811
15.0,14.2089
16.0,14.2636
17.0,14.2993
18.0,14.2836
19.0,14.2559
20.0,14.3036
21.0,14.2896
22.0,14.2612
23.0,14.265
24.0,14.2938
25.0,14.3
26.0,14.2406
27.0,14.2489
28.0,14.2496
29.0,14.2769
30.0,14.3017
31.0,14.261
32.0,14.2757
33.0,14.3015
34.0,14.3144
35.0,14.259
36.0,14.2934
37.0,14.2746
38.0,14.2771
39.0,14.3262
40.0,14.2712
41.0,14.2824
42.0,14.2741
43.0,14.297
44.0,14.2829
45.0,14.2679
46.0,14.2837
47.0,14.2706
48.0,14.3103
49.0,14.2723
50.0,14.2513
51.0,14.25
52.0,14.2739
53.0,14.2748
54.0,14.2796
55.0,14.2686
56.0,14.2768
57.0,14.3008
58.0,14.2533
59.0,14.2827
60.0,14.2729
61.0,14.306
62.0,14.2615
63.0,14.2687
64.0,14.3146
65.0,14.2648
66.0,14.2876
67.0,14.2349
68.0,14.304
69.0,14.2507
70.0,14.2936
71.0,14.2204
72.0,14.2439
73.0,14.2933
74.0,14.2117
75.0,14.2577
76.0,14.2843
77.0,14.2929
78.0,14.2196
79.0,14.2587
80.0,14.2636
81.0,14.2424
82.0,14.3141
83.0,14.2511
84.0,14.2909
85.0,14.2791
86.0,14.2842
87.0,14.2649
88.0,14.301
89.0,14.2363
90.0,14.2433
91.0,14.2627
92.0,14.2217
93.0,14.2795
94.0,14.3191
95.0,14.3326
96.0,14.2346
97.0,14.2805
98.0,14.293
99.0,14.2823
100.0,14.3093
101.0,14.2817
102.0,14.293
103.0,14.3526
104.0,14.3261
105.0,14.335
106.0,14.3742
107.0,14.3799
108.0,14.3571
109.0,14.3775
110.0,14.3899
111.0,14.4073
112.0,14.461
113.0,14.4804
114.0,14.4873
115.0,14.5183
116.0,14.5248
117.0,14.5201
118.0,14.563
119.0,14.5846
120.0,14.6242
121.0,14.6289
122.0,14.6952
123.0,14.685
124.0,14.6878
125.0,14.7105
126.0,14.7419
127.0,14.7809
128.0,14.8011
129.0,14.8283
130.0,14.8449
131.0,14.8912
132.0,14.9089
133.0,14.9148
134.0,14.9967
135.0,14.9315
136.0,15.0035
137.0,15.0055
138.0,15.0643
139.0,15.0887
140.0,15.0927
141.0,15.1031
142.0,15.1307
143.0,15.124
144.0,15.1265
145.0,15.1145
146.0,15.1184
147.0,15.1885
148.0,15.19
149.0,15.1636
150.0,15.1636
151.0,15.1826
152.0,15.2604
153.0,15.2585
154.0,15.2959
155.0,15.2986
156.0,15.3261
157.0,15.358
158.0,15.3581
159.0,15.3806
160.0,15.3779
161.0,15.4579
162.0,15.4294
163.0,15.4415
164.0,15.3974
165.0,15.4847
166.0,15.4856
167.0,15.4882
168.0,15.5292
169.0,15.5462
170.0,15.5942
171.0,15.5879
